#SAMPLE "3M Yellow"
#ORIGIN "retro-reflection BRDF measures from CEA"
#URL https://hal.archives-ouvertes.fr/hal-01083366/
#DIM 3 1
#VS 0
#PARAM_IN ISOTROPIC_TL_TV_PROJ_DPHI
#PARAM_OUT INV_STERADIAN_COSINE_FACTOR
0.26179939  -1.51843645  -0.37492258  0.05242209
0.26179939  -1.51843645  -0.35617645  0.05242209
0.26179939  -1.51843645  -0.33743032  0.05242209
0.26179939  -1.51843645  -0.31868419  0.05242209
0.26179939  -1.51843645  -0.29993806  0.05242209
0.26179939  -1.51843645  -0.28119194  0.05242209
0.26179939  -1.51843645  -0.26244581  0.05242209
0.26179939  -1.51843645  -0.24369968  0.05242209
0.26179939  -1.51843645  -0.22495355  0.05242209
0.26179939  -1.51843645  -0.20620742  0.05242209
0.26179939  -1.51843645  -0.18746129  0.05242209
0.26179939  -1.51843645  -0.16871516  0.05242209
0.26179939  -1.51843645  -0.14996903  0.05242209
0.26179939  -1.51843645  -0.13122290  0.06933608
0.26179939  -1.51843645  -0.11247677  0.06933608
0.26179939  -1.51843645  -0.09373065  0.06933608
0.26179939  -1.51843645  -0.07498452  0.06933608
0.26179939  -1.51843645  -0.05623839  0.06933608
0.26179939  -1.51843645  -0.03749226  0.06933608
0.26179939  -1.51843645  -0.01874613  0.06933608
0.26179939  -1.51843645  0.00000000  0.06933608
0.26179939  -1.51843645  0.01874613  0.06933608
0.26179939  -1.51843645  0.03749226  0.06933608
0.26179939  -1.51843645  0.05623839  0.06933608
0.26179939  -1.51843645  0.07498452  0.06933608
0.26179939  -1.51843645  0.09373065  0.06933608
0.26179939  -1.51843645  0.11247677  0.06933608
0.26179939  -1.51843645  0.13122290  0.06933608
0.26179939  -1.51843645  0.14996903  0.06480191
0.26179939  -1.51843645  0.16871516  0.06480191
0.26179939  -1.51843645  0.18746129  0.06480191
0.26179939  -1.51843645  0.20620742  0.06480191
0.26179939  -1.51843645  0.22495355  0.06480191
0.26179939  -1.51843645  0.24369968  0.06480191
0.26179939  -1.51843645  0.26244581  0.06480191
0.26179939  -1.51843645  0.28119194  0.06480191
0.26179939  -1.51843645  0.29993806  0.06480191
0.26179939  -1.51843645  0.31868419  0.06480191
0.26179939  -1.51843645  0.33743032  0.06480191
0.26179939  -1.51843645  0.35617645  0.06480191
0.26179939  -1.51843645  0.37492258  0.06480191
0.26179939  -1.49969032  -0.44990710  0.05819555
0.26179939  -1.49969032  -0.43116097  0.05819555
0.26179939  -1.49969032  -0.41241484  0.05819555
0.26179939  -1.49969032  -0.39366871  0.05242209
